IndF,year,age,ImmiOrNatal,sex,Mean.GenR.Adult,Mean.PedR.Adult,N.Adult,Mean.GenR.All,Mean.PedR.All,N.All
Bronte,2014,13.01,Natal,M,0.0334198918918919,0.0202702702702703,37,0.0398418767123288,0.0291095890410959,73
Bronte,2015,14.01,Natal,F,0.0211130350877193,0.0087719298245614,57,0.0248443655913979,0.0134408602150538,93
Bronte,2015,14.01,Natal,M,0.0309086666666667,0.0178571428571429,42,0.0358424736842105,0.0246710526315789,76
Bronte,2016,15.01,Natal,F,0.0214879821428571,0.00892857142857143,56,0.0244505425531915,0.0132978723404255,94
Bronte,2016,15.01,Natal,M,0.0337113043478261,0.0217391304347826,46,0.0374290506329114,0.0253164556962025,79
Bronte,2017,16.01,Natal,F,0.0234008928571429,0.0111607142857143,56,0.0257662717391304,0.014945652173913,92
Bronte,2017,16.01,Natal,M,0.0296226136363636,0.0170454545454545,44,0.0341472638888889,0.0225694444444444,72
Bronte,2018,17.01,Natal,F,0.0234857894736842,0.0109649122807018,57,0.0257558709677419,0.0147849462365591,93
Bronte,2018,17.01,Natal,M,0.0321362826086957,0.0190217391304348,46,0.0322469102564103,0.0208333333333333,78
Bronte,2019,18.01,Natal,F,0.0230005593220339,0.0105932203389831,59,0.0259528172043011,0.0147849462365591,93
Bronte,2019,18.01,Natal,M,0.0329580666666667,0.0194444444444444,45,0.03341232,0.0216666666666667,75
Bronte,2020,19.01,Natal,F,0.0237311578947368,0.0109649122807018,57,0.0264753296703297,0.0151098901098901,91
Bronte,2020,19.01,Natal,M,0.0320869787234043,0.0186170212765957,47,0.0337005135135135,0.0219594594594595,74
Callas,2004,19.09,Natal,F,0.0143646153846154,0,26,0.016132487804878,0,41
Callas,2004,19.09,Natal,M,0.0160831153846154,0,26,0.0320397073170732,0.0121951219512195,41
Callas,2005,20.09,Natal,F,0.0140995185185185,0,27,0.0166091739130435,0,46
Callas,2005,20.09,Natal,M,0.0160831153846154,0,26,0.0409654130434783,0.0217391304347826,46
Callas,2006,21.09,Natal,F,0.013596,0,28,0.01528184,0,50
Callas,2006,21.09,Natal,M,0.0153297857142857,0,28,0.0381147647058824,0.0196078431372549,51
Callas,2007,22.09,Natal,F,0.0164790625,0,32,0.0168654444444444,0,54
Callas,2007,22.09,Natal,M,0.0171311333333333,0,30,0.0381351698113208,0.0188679245283019,53
Callas,2008,23.09,Natal,F,0.0175065789473684,0,38,0.0175076607142857,0,56
Callas,2008,23.09,Natal,M,0.0171311333333333,0,30,0.03727025,0.0178571428571429,56
Callas,2009,24.09,Natal,F,0.0182680697674419,0,43,0.018498126984127,0,63
Callas,2009,24.09,Natal,M,0.01639584375,0,32,0.036734649122807,0.0175438596491228,57
Callas,2010,25.09,Natal,F,0.017621347826087,0,46,0.0187411363636364,0,66
Callas,2010,25.09,Natal,M,0.0308364166666667,0.0138888888888889,36,0.0362501016949153,0.0169491525423729,59
Callas,2011,26.09,Natal,F,0.0189765,0,48,0.0198063424657534,0,73
Callas,2011,26.09,Natal,M,0.0303023421052632,0.0131578947368421,38,0.033998671641791,0.0149253731343284,67
Callas,2012,27.09,Natal,F,0.0188622884615385,0,52,0.0190066626506024,0,83
Callas,2012,27.09,Natal,M,0.031630125,0.0125,40,0.0383576944444444,0.0208333333333333,72
Callas,2013,28.09,Natal,F,0.0191175454545455,0,55,0.018750816091954,0,87
Callas,2013,28.09,Natal,M,0.0320397073170732,0.0121951219512195,41,0.0369364605263158,0.0197368421052632,76
Callas,2014,29.09,Natal,F,0.0188482,0,55,0.0188717528089888,0,89
Callas,2014,29.09,Natal,M,0.0330038378378378,0.0135135135135135,37,0.0375918630136986,0.0205479452054795,73
Callas,2015,30.09,Natal,F,0.0185471052631579,0,57,0.0192900215053763,0,93
Callas,2015,30.09,Natal,M,0.0426648333333333,0.0238095238095238,42,0.0366128421052632,0.0197368421052632,76
Callas,2016,31.09,Natal,F,0.0188653214285714,0,56,0.0188880638297872,0,94
Callas,2016,31.09,Natal,M,0.0394636739130435,0.0217391304347826,46,0.035525253164557,0.0189873417721519,79
Callas,2017,32.09,Natal,F,0.0193950892857143,0,56,0.0188749565217391,0,92
Callas,2017,32.09,Natal,M,0.0406634318181818,0.0227272727272727,44,0.0370614722222222,0.0208333333333333,72
Callas,2018,33.09,Natal,F,0.0194601403508772,0,57,0.0191512903225806,0,93
Callas,2018,33.09,Natal,M,0.0385702391304348,0.0217391304347826,46,0.0400949743589744,0.0256410256410256,78
Callas,2019,34.09,Natal,F,0.0189697118644068,0,59,0.0192580430107527,0,93
Callas,2019,34.09,Natal,M,0.0378456222222222,0.0222222222222222,45,0.0406598533333333,0.0266666666666667,75
Callas,2020,35.09,Natal,F,0.0193308771929825,0,57,0.0194906043956044,0,91
Callas,2020,35.09,Natal,M,0.037190085106383,0.0212765957446809,47,0.0408342162162162,0.027027027027027,74
Carson,2007,13.75,Immigrant,F,0.006619375,0,32,0.00660761111111111,0,54
Carson,2007,13.75,Immigrant,M,0.00859053333333333,0,30,0.00788549056603774,0,53
Carson,2008,14.75,Immigrant,F,0.00765102631578947,0,38,0.00673525,0,56
Carson,2008,14.75,Immigrant,M,0.00859053333333333,0,30,0.0074685,0,56
Carson,2009,15.75,Immigrant,F,0.00745858139534884,0,43,0.00671842857142857,0,63
Carson,2009,15.75,Immigrant,M,0.0081525625,0,32,0.00740035087719298,0,57
Carson,2010,16.75,Immigrant,F,0.00799430434782609,0,46,0.00691327272727273,0,66
Carson,2010,16.75,Immigrant,M,0.00828725,0,36,0.0074948813559322,0,59
Carson,2011,17.75,Immigrant,F,0.00802420833333333,0,48,0.00703217808219178,0,73
Carson,2011,17.75,Immigrant,M,0.00822042105263158,0,38,0.0072524776119403,0,67
Carson,2012,18.75,Immigrant,F,0.00834071153846154,0,52,0.00717793975903614,0,83
Carson,2012,18.75,Immigrant,M,0.00794985,0,40,0.00749088888888889,0,72
Carson,2013,19.75,Immigrant,F,0.00822914545454546,0,55,0.00716777011494253,0,87
Carson,2013,19.75,Immigrant,M,0.00784229268292683,0,41,0.00753444736842105,0,76
Carson,2014,20.75,Immigrant,F,0.00764450909090909,0,55,0.0124241123595506,0.00561797752808989,89
Carson,2014,20.75,Immigrant,M,0.00826216216216216,0,37,0.00762717808219178,0,73
Carson,2015,21.75,Immigrant,F,0.00824017543859649,0,57,0.0124347849462366,0.00537634408602151,93
Carson,2015,21.75,Immigrant,M,0.00899711904761905,0,42,0.00735942105263158,0,76
Carson,2016,22.75,Immigrant,F,0.00821932142857143,0,56,0.0124989042553191,0.00531914893617021,94
Carson,2016,22.75,Immigrant,M,0.00840836956521739,0,46,0.00771135443037975,0,79
Carson,2017,23.75,Immigrant,F,0.00831235714285714,0,56,0.012351847826087,0.00543478260869565,92
Carson,2017,23.75,Immigrant,M,0.00723813636363636,0,44,0.00703075,0,72
Carson,2018,24.75,Immigrant,F,0.00811359649122807,0,57,0.0121869784946237,0.00537634408602151,93
Carson,2018,24.75,Immigrant,M,0.00693004347826087,0,46,0.013294858974359,0.00641025641025641,78
Carson,2019,25.75,Immigrant,F,0.00806145762711864,0,59,0.0123264946236559,0.00537634408602151,93
Carson,2019,25.75,Immigrant,M,0.00659473333333333,0,45,0.01328388,0.00666666666666667,75
Carson,2020,26.75,Immigrant,F,0.00749066666666667,0,57,0.0120627032967033,0.00549450549450549,91
Carson,2020,26.75,Immigrant,M,0.00674768085106383,0,47,0.0133016891891892,0.00675675675675676,74
Cate,2012,13.82,Natal,F,0.0243115192307692,0.00480769230769231,52,0.0304447228915663,0.0135542168674699,83
Cate,2012,13.82,Natal,M,0.03263365,0.021875,40,0.0275421527777778,0.015625,72
Cate,2013,14.82,Natal,F,0.0235536,0.00454545454545455,55,0.0295114137931034,0.0129310344827586,87
Cate,2013,14.82,Natal,M,0.0318711951219512,0.0213414634146341,41,0.0279785394736842,0.0148026315789474,76
Cate,2014,15.82,Natal,F,0.0238310909090909,0.00454545454545455,55,0.0291682921348315,0.0126404494382022,89
Cate,2014,15.82,Natal,M,0.0348994594594595,0.0236486486486486,37,0.0291602054794521,0.0154109589041096,73
Cate,2015,16.82,Natal,F,0.0259637192982456,0.0087719298245614,57,0.0281066451612903,0.0120967741935484,93
Cate,2015,16.82,Natal,M,0.0335986666666667,0.0208333333333333,42,0.0283349473684211,0.0148026315789474,76
Cate,2016,17.82,Natal,F,0.0230067678571429,0.00446428571428571,56,0.0263946063829787,0.00930851063829787,94
Cate,2016,17.82,Natal,M,0.0309850217391304,0.0190217391304348,46,0.0276157088607595,0.0142405063291139,79
Cate,2017,18.82,Natal,F,0.0223269464285714,0.00446428571428571,56,0.0264057391304348,0.00951086956521739,92
Cate,2017,18.82,Natal,M,0.0208743409090909,0.00852272727272727,44,0.0225049722222222,0.00868055555555556,72
Cate,2018,19.82,Natal,F,0.0239725964912281,0.0043859649122807,57,0.0265831827956989,0.00940860215053763,93
Cate,2018,19.82,Natal,M,0.0202191956521739,0.00815217391304348,46,0.0213450769230769,0.00801282051282051,78
Cate,2019,20.82,Natal,F,0.0260292203389831,0.00635593220338983,59,0.0266024086021505,0.00940860215053763,93
Cate,2019,20.82,Natal,M,0.0208157777777778,0.00833333333333333,45,0.0221763066666667,0.00833333333333333,75
Cate,2020,21.82,Natal,F,0.0224664385964912,0.00657894736842105,57,0.0243833736263736,0.00961538461538462,91
Cate,2020,21.82,Natal,M,0.0263292127659574,0.0132978723404255,47,0.0221915,0.00844594594594595,74
Charlize,2008,13.01,Natal,F,0.0148162894736842,0,38,0.0268999285714286,0.015625,56
Charlize,2008,13.01,Natal,M,0.0378744333333333,0.025,30,0.0329722678571429,0.0200892857142857,56
Charlize,2009,14.01,Natal,F,0.0138679069767442,0,43,0.0249247301587302,0.0138888888888889,63
Charlize,2009,14.01,Natal,M,0.03629703125,0.0234375,32,0.0324409122807018,0.0197368421052632,57
Charlize,2010,15.01,Natal,F,0.0136295,0,46,0.0247735454545455,0.0132575757575758,66
Charlize,2010,15.01,Natal,M,0.0352046944444444,0.0208333333333333,36,0.0353968644067797,0.0233050847457627,59
Charlize,2011,16.01,Natal,F,0.0138060208333333,0,48,0.0314779452054795,0.0205479452054795,73
Charlize,2011,16.01,Natal,M,0.0363353421052632,0.0230263157894737,38,0.0325601492537313,0.0205223880597015,67
Charlize,2012,17.01,Natal,F,0.0181039615384615,0.00480769230769231,52,0.0302120843373494,0.0180722891566265,83
Charlize,2012,17.01,Natal,M,0.035111625,0.021875,40,0.0339747777777778,0.0225694444444444,72
Charlize,2013,18.01,Natal,F,0.0210091818181818,0.00909090909090909,55,0.0286168505747126,0.0172413793103448,87
Charlize,2013,18.01,Natal,M,0.0342566585365854,0.0213414634146341,41,0.0338628421052632,0.0213815789473684,76
Charlize,2014,19.01,Natal,F,0.0205480363636364,0.00909090909090909,55,0.0302670674157303,0.0182584269662921,89
Charlize,2014,19.01,Natal,M,0.0368428648648649,0.0236486486486486,37,0.0347668904109589,0.0222602739726027,73
Charlize,2015,20.01,Natal,F,0.0236158245614035,0.0131578947368421,57,0.0290723440860215,0.0174731182795699,93
Charlize,2015,20.01,Natal,M,0.0360287857142857,0.0208333333333333,42,0.0337505131578947,0.0213815789473684,76
Charlize,2016,21.01,Natal,F,0.0200818392857143,0.00892857142857143,56,0.0268563723404255,0.0146276595744681,94
Charlize,2016,21.01,Natal,M,0.0385850652173913,0.0244565217391304,46,0.0324857974683544,0.0205696202531646,79
Charlize,2017,22.01,Natal,F,0.0205300714285714,0.00892857142857143,56,0.0274028152173913,0.014945652173913,92
Charlize,2017,22.01,Natal,M,0.0264670454545455,0.0142045454545455,44,0.0266167222222222,0.015625,72
Charlize,2018,23.01,Natal,F,0.0214672807017544,0.0087719298245614,57,0.0274650967741935,0.0147849462365591,93
Charlize,2018,23.01,Natal,M,0.0253910434782609,0.0135869565217391,46,0.0253833461538462,0.0144230769230769,78
Charlize,2019,24.01,Natal,F,0.023424813559322,0.0105932203389831,59,0.0279792688172043,0.0147849462365591,93
Charlize,2019,24.01,Natal,M,0.0254728666666667,0.0138888888888889,45,0.02605672,0.015,75
Charlize,2020,25.01,Natal,F,0.0215021929824561,0.0109649122807018,57,0.0268750879120879,0.0151098901098901,91
Charlize,2020,25.01,Natal,M,0.0294800425531915,0.0186170212765957,47,0.0262801351351351,0.0152027027027027,74
Christine,2013,13.84,Immigrant,F,0.0104238363636364,0,55,0.0122346206896552,0,87
Christine,2013,13.84,Immigrant,M,0.0175770731707317,0,41,0.0185433815789474,0,76
Christine,2014,14.84,Immigrant,F,0.00954558181818182,0,55,0.0166403258426966,0.00561797752808989,89
Christine,2014,14.84,Immigrant,M,0.0188594594594595,0,37,0.019087698630137,0,73
Christine,2015,15.84,Immigrant,F,0.00951861403508772,0,57,0.0167451075268817,0.00537634408602151,93
Christine,2015,15.84,Immigrant,M,0.0192423095238095,0,42,0.0202164736842105,0,76
Christine,2016,16.84,Immigrant,F,0.00964576785714286,0,56,0.0161630212765957,0.00531914893617021,94
Christine,2016,16.84,Immigrant,M,0.0186904347826087,0,46,0.0191897974683544,0,79
Christine,2017,17.84,Immigrant,F,0.0102710714285714,0,56,0.0171302826086957,0.00543478260869565,92
Christine,2017,17.84,Immigrant,M,0.0187408409090909,0,44,0.0195685694444444,0,72
Christine,2018,18.84,Immigrant,F,0.0105325614035088,0,57,0.0171556344086022,0.00537634408602151,93
Christine,2018,18.84,Immigrant,M,0.0191710434782609,0,46,0.0260346794871795,0.00641025641025641,78
Christine,2019,19.84,Immigrant,F,0.0107420169491525,0,59,0.0170987096774194,0.00537634408602151,93
Christine,2019,19.84,Immigrant,M,0.0189144444444444,0,45,0.02623456,0.00666666666666667,75
Christine,2020,20.84,Immigrant,F,0.0110031228070175,0,57,0.017401967032967,0.00549450549450549,91
Christine,2020,20.84,Immigrant,M,0.0194088723404255,0,47,0.0201344054054054,0,74
Dahlia,2006,13.68,Immigrant,F,0.00645032142857143,0,28,0.00839278,0,50
Dahlia,2006,13.68,Immigrant,M,0.0107021428571429,0,28,0.0092298431372549,0,51
Dahlia,2007,14.68,Immigrant,F,0.00719053125,0,32,0.00868753703703704,0,54
Dahlia,2007,14.68,Immigrant,M,0.0103308666666667,0,30,0.00939467924528302,0,53
Dahlia,2008,15.68,Immigrant,F,0.00756965789473684,0,38,0.0173117321428571,0.00892857142857143,56
Dahlia,2008,15.68,Immigrant,M,0.0103308666666667,0,30,0.00912635714285714,0,56
Dahlia,2009,16.68,Immigrant,F,0.00787574418604651,0,43,0.0166965555555556,0.00793650793650794,63
Dahlia,2009,16.68,Immigrant,M,0.01096225,0,32,0.00944882456140351,0,57
Dahlia,2010,17.68,Immigrant,F,0.00817480434782609,0,46,0.0163507878787879,0.00757575757575758,66
Dahlia,2010,17.68,Immigrant,M,0.0112758888888889,0,36,0.00916550847457627,0,59
Dahlia,2011,18.68,Immigrant,F,0.008434625,0,48,0.0165835616438356,0.00684931506849315,73
Dahlia,2011,18.68,Immigrant,M,0.0110222368421053,0,38,0.00920462686567164,0,67
Dahlia,2012,19.68,Immigrant,F,0.00863378846153846,0,52,0.0156129036144578,0.00602409638554217,83
Dahlia,2012,19.68,Immigrant,M,0.0105379,0,40,0.00903556944444445,0,72
Dahlia,2013,20.68,Immigrant,F,0.00847841818181818,0,55,0.0204901264367816,0.0114942528735632,87
Dahlia,2013,20.68,Immigrant,M,0.0104738292682927,0,41,0.00866010526315789,0,76
Dahlia,2014,21.68,Immigrant,F,0.00820170909090909,0,55,0.020293191011236,0.0112359550561798,89
Dahlia,2014,21.68,Immigrant,M,0.0108715405405405,0,37,0.00922734246575342,0,73
Dahlia,2015,22.68,Immigrant,F,0.00874224561403509,0,57,0.0198474946236559,0.010752688172043,93
Dahlia,2015,22.68,Immigrant,M,0.00994902380952381,0,42,0.00945413157894737,0,76
Dahlia,2016,23.68,Immigrant,F,0.00875160714285714,0,56,0.0198060638297872,0.0106382978723404,94
Dahlia,2016,23.68,Immigrant,M,0.00961360869565217,0,46,0.00950451898734177,0,79
Dahlia,2017,24.68,Immigrant,F,0.00873605357142857,0,56,0.0250935760869565,0.016304347826087,92
Dahlia,2017,24.68,Immigrant,M,0.0106653863636364,0,44,0.00950804166666667,0,72
Dahlia,2018,25.68,Immigrant,F,0.00909645614035088,0,57,0.0250413548387097,0.0161290322580645,93
Dahlia,2018,25.68,Immigrant,M,0.0104877173913043,0,46,0.00973242307692308,0,78
Dahlia,2019,26.68,Immigrant,F,0.00955120338983051,0,59,0.0249526344086021,0.0161290322580645,93
Dahlia,2019,26.68,Immigrant,M,0.0106817777777778,0,45,0.00955430666666667,0,75
Dahlia,2020,27.68,Immigrant,F,0.00962057894736842,0,57,0.0253345824175824,0.0164835164835165,91
Dahlia,2020,27.68,Immigrant,M,0.0102736595744681,0,47,0.00947821621621622,0,74
Ellen,2019,13.92,Natal,F,0.024926186440678,0.0127118644067797,59,0.0238394731182796,0.0114247311827957,93
Ellen,2019,13.92,Natal,M,0.0285296888888889,0.0166666666666667,45,0.0272124,0.015,75
Ellen,2020,14.92,Natal,F,0.0241298771929825,0.0131578947368421,57,0.0233168021978022,0.0116758241758242,91
Ellen,2020,14.92,Natal,M,0.0314754042553191,0.0186170212765957,47,0.0275789594594595,0.0152027027027027,74
EmmyLou,2017,13.18,Natal,F,0.0195303571428571,0.00223214285714286,56,0.0232316956521739,0.00611413043478261,92
EmmyLou,2017,13.18,Natal,M,0.0318114772727273,0.0227272727272727,44,0.0387161527777778,0.0303819444444444,72
EmmyLou,2018,14.18,Natal,F,0.0205948421052632,0.00219298245614035,57,0.023785064516129,0.00604838709677419,93
EmmyLou,2018,14.18,Natal,M,0.0352997391304348,0.0271739130434783,46,0.0364251025641026,0.0280448717948718,78
EmmyLou,2019,15.18,Natal,F,0.0200667796610169,0.00211864406779661,59,0.023728311827957,0.00604838709677419,93
EmmyLou,2019,15.18,Natal,M,0.0351771333333333,0.0277777777777778,45,0.0373226533333333,0.0291666666666667,75
EmmyLou,2020,16.17,Natal,F,0.0205605263157895,0.00219298245614035,57,0.0241180549450549,0.00618131868131868,91
EmmyLou,2020,16.17,Natal,M,0.0342236595744681,0.0265957446808511,47,0.0375355675675676,0.0295608108108108,74
Entwiga,2018,13.58,Immigrant,F,0.0190861403508772,0,57,0.0183821505376344,0,93
Entwiga,2018,13.58,Immigrant,M,0.0195310222222222,0,45,0.0205299480519481,0,77
Entwiga,2019,14.58,Immigrant,F,0.0191403559322034,0,59,0.0184647741935484,0,93
Entwiga,2019,14.58,Immigrant,M,0.0192367333333333,0,45,0.02089576,0,75
Entwiga,2020,15.57,Immigrant,F,0.0191667192982456,0,57,0.0184664395604396,0,91
Entwiga,2020,15.57,Immigrant,M,0.0198683617021277,0,47,0.0211016351351351,0,74
Fisher,2017,14.02,Immigrant,F,0.0156673392857143,0,56,0.0154207391304348,0,92
Fisher,2017,14.02,Immigrant,M,0.0108626136363636,0,44,0.0116014861111111,0,72
Fisher,2018,15.02,Immigrant,F,0.0158506140350877,0,57,0.015184064516129,0,93
Fisher,2018,15.02,Immigrant,M,0.0114862608695652,0,46,0.0119908974358974,0,78
Fisher,2019,16.02,Immigrant,F,0.0162375084745763,0,59,0.0155065483870968,0,93
Fisher,2019,16.02,Immigrant,M,0.0117506444444444,0,45,0.0116025066666667,0,75
Fisher,2020,17.02,Immigrant,F,0.0159199473684211,0,57,0.0152915714285714,0,91
Fisher,2020,17.02,Immigrant,M,0.0118103829787234,0,47,0.0116615,0,74
Fleming,2004,19.01,Unknown,F,0.00984876923076923,0,26,0.0199550975609756,0.0121951219512195,41
Fleming,2004,19.01,Unknown,M,0.0131538846153846,0,26,0.0118983902439024,0,41
Fleming,2005,20.01,Unknown,F,0.00948407407407407,0,27,0.0187914782608696,0.0108695652173913,46
Fleming,2005,20.01,Unknown,M,0.0131538846153846,0,26,0.0119044130434783,0,46
Fleming,2006,21.01,Unknown,F,0.00915542857142857,0,28,0.017912,0.01,50
Fleming,2006,21.01,Unknown,M,0.0127818571428571,0,28,0.0117742941176471,0,51
Fleming,2007,22.01,Unknown,F,0.011302125,0,32,0.0185354814814815,0.00925925925925926,54
Fleming,2007,22.01,Unknown,M,0.0124053666666667,0,30,0.0117648490566038,0,53
Fleming,2008,23.01,Unknown,F,0.00973563157894737,0,38,0.0179892142857143,0.00892857142857143,56
Fleming,2008,23.01,Unknown,M,0.0124053666666667,0,30,0.0114458392857143,0,56
Fleming,2009,24.01,Unknown,F,0.0104845348837209,0,43,0.0173414285714286,0.00793650793650794,63
Fleming,2009,24.01,Unknown,M,0.01163146875,0,32,0.0112627543859649,0,57
Fleming,2010,25.01,Unknown,F,0.0105548695652174,0,46,0.0172765454545455,0.00757575757575758,66
Fleming,2010,25.01,Unknown,M,0.0118508333333333,0,36,0.0110153050847458,0,59
Fleming,2011,26.01,Unknown,F,0.0101741875,0,48,0.016151698630137,0.00684931506849315,73
Fleming,2011,26.01,Unknown,M,0.0114278157894737,0,38,0.0106860746268657,0,67
Fleming,2012,27.01,Unknown,F,0.0106318269230769,0,52,0.0154355662650602,0.00602409638554217,83
Fleming,2012,27.01,Unknown,M,0.0121957,0,40,0.0109465555555556,0,72
Fleming,2013,28.01,Unknown,F,0.0186046727272727,0.00909090909090909,55,0.0202382988505747,0.0114942528735632,87
Fleming,2013,28.01,Unknown,M,0.0118983902439024,0,41,0.0112430131578947,0,76
Fleming,2014,29.01,Unknown,F,0.0198816181818182,0.00909090909090909,55,0.0204877415730337,0.0112359550561798,89
Fleming,2014,29.01,Unknown,M,0.0115337297297297,0,37,0.0108689452054795,0,73
Fleming,2015,30.01,Unknown,F,0.0202878596491228,0.0087719298245614,57,0.0228323548387097,0.0134408602150538,93
Fleming,2015,30.01,Unknown,M,0.0115837380952381,0,42,0.0103245657894737,0,76
Fleming,2016,31.01,Unknown,F,0.0206500892857143,0.00892857142857143,56,0.0232946595744681,0.0132978723404255,94
Fleming,2016,31.01,Unknown,M,0.0108749782608696,0,46,0.0161386329113924,0.00632911392405063,79
Fleming,2017,32.01,Unknown,F,0.021132125,0.00892857142857143,56,0.0237265,0.0135869565217391,92
Fleming,2017,32.01,Unknown,M,0.0112055227272727,0,44,0.0169094027777778,0.00694444444444444,72
Fleming,2018,33.01,Unknown,F,0.0204674912280702,0.0087719298245614,57,0.0232867419354839,0.0134408602150538,93
Fleming,2018,33.01,Unknown,M,0.0101869782608696,0,46,0.0153769230769231,0.00641025641025641,78
Fleming,2019,34.01,Unknown,F,0.0201552542372881,0.00847457627118644,59,0.023202,0.0134408602150538,93
Fleming,2019,34.01,Unknown,M,0.009353,0,45,0.01534212,0.00666666666666667,75
Fleming,2020,35.01,Unknown,F,0.02086,0.0087719298245614,57,0.0237103956043956,0.0137362637362637,91
Fleming,2020,35.01,Unknown,M,0.00912363829787234,0,47,0.0154639054054054,0.00675675675675676,74
Florence,2012,13.82,Immigrant,F,0.0138296153846154,0,52,0.0125595662650602,0,83
Florence,2012,13.82,Immigrant,M,0.0161292,0,40,0.0129855972222222,0,72
Florence,2013,14.82,Immigrant,F,0.0144419090909091,0,55,0.0127975402298851,0,87
Florence,2013,14.82,Immigrant,M,0.0163539756097561,0,41,0.0126859605263158,0,76
Florence,2014,15.82,Immigrant,F,0.0137419636363636,0,55,0.0127646516853933,0,89
Florence,2014,15.82,Immigrant,M,0.0169435405405405,0,37,0.0126109452054795,0,73
Florence,2015,16.82,Immigrant,F,0.0139202456140351,0,57,0.0129069139784946,0,93
Florence,2015,16.82,Immigrant,M,0.0162674285714286,0,42,0.0122045,0,76
Florence,2016,17.82,Immigrant,F,0.0141671964285714,0,56,0.0131874255319149,0,94
Florence,2016,17.82,Immigrant,M,0.0151822391304348,0,46,0.012165417721519,0,79
Florence,2017,18.82,Immigrant,F,0.0142486607142857,0,56,0.013270097826087,0,92
Florence,2017,18.82,Immigrant,M,0.0159523181818182,0,44,0.0131648194444444,0,72
Garbo,2004,49.01,Unknown,F,0.020834,0,26,0.0226986829268293,0.00609756097560976,41
Garbo,2004,49.01,Unknown,M,0.0665896923076923,0.0576923076923077,26,0.0524398780487805,0.0365853658536585,41
Garbo,2005,50.01,Unknown,F,0.0200631481481481,0,27,0.0221519565217391,0.00543478260869565,46
Garbo,2005,50.01,Unknown,M,0.0665896923076923,0.0576923076923077,26,0.0526130434782609,0.0380434782608696,46
Garbo,2006,51.01,Unknown,F,0.0193470357142857,0,28,0.02116778,0.005,50
Garbo,2006,51.01,Unknown,M,0.0634358928571429,0.0535714285714286,28,0.0484506078431373,0.0343137254901961,51
Garbo,2007,52.01,Unknown,F,0.0188419375,0,32,0.0207335925925926,0.00462962962962963,54
Garbo,2007,52.01,Unknown,M,0.0592138333333333,0.05,30,0.0471082264150943,0.0330188679245283,53
Garbo,2008,53.01,Unknown,F,0.0199877368421053,0,38,0.021022625,0.00446428571428571,56
Garbo,2008,53.01,Unknown,M,0.0592138333333333,0.05,30,0.0451414821428571,0.03125,56
Garbo,2009,54.01,Unknown,F,0.0192775813953488,0,43,0.0208689523809524,0.00396825396825397,63
Garbo,2009,54.01,Unknown,M,0.0580989375,0.046875,32,0.0444014561403509,0.0307017543859649,57
Garbo,2010,55.01,Unknown,F,0.0213008913043478,0.00543478260869565,46,0.0204553484848485,0.00378787878787879,66
Garbo,2010,55.01,Unknown,M,0.0530198333333333,0.0416666666666667,36,0.0431606440677966,0.0296610169491525,59
Garbo,2011,56.01,Unknown,F,0.0211173333333333,0.00520833333333333,48,0.0228252465753425,0.00684931506849315,73
Garbo,2011,56.01,Unknown,M,0.0527561315789474,0.0394736842105263,38,0.0437451492537313,0.0298507462686567,67
Garbo,2012,57.01,Unknown,F,0.0207963846153846,0.00480769230769231,52,0.0247623493975904,0.00903614457831325,83
Garbo,2012,57.01,Unknown,M,0.0521973,0.0375,40,0.0411589583333333,0.0277777777777778,72
Garbo,2013,58.01,Unknown,F,0.0210744181818182,0.00454545454545455,55,0.0260568735632184,0.0114942528735632,87
Garbo,2013,58.01,Unknown,M,0.0524398780487805,0.0365853658536585,41,0.0394217105263158,0.0263157894736842,76
Garbo,2014,59.01,Unknown,F,0.0187211272727273,0,55,0.0241966179775281,0.00842696629213483,89
Garbo,2014,59.01,Unknown,M,0.0551798648648649,0.0405405405405405,37,0.0398070547945205,0.0273972602739726,73
Garbo,2015,60.01,Unknown,F,0.0190314385964912,0,57,0.0263746774193548,0.010752688172043,93
Garbo,2015,60.01,Unknown,M,0.0550433333333333,0.0416666666666667,42,0.039200447368421,0.0263157894736842,76
Garbo,2016,61.01,Unknown,F,0.0193684285714286,0,56,0.0283628617021277,0.0132978723404255,94
Garbo,2016,61.01,Unknown,M,0.0513328695652174,0.0380434782608696,46,0.0407900759493671,0.0284810126582278,79
Garbo,2017,62.01,Unknown,F,0.0197398928571429,0,56,0.0290705108695652,0.0135869565217391,92
Garbo,2017,62.01,Unknown,M,0.0539758181818182,0.0397727272727273,44,0.0441830416666667,0.03125,72
Garbo,2018,63.01,Unknown,F,0.0189431929824561,0,57,0.0281528494623656,0.0134408602150538,93
Garbo,2018,63.01,Unknown,M,0.0522044782608696,0.0380434782608696,46,0.043909282051282,0.032051282051282,78
Garbo,2019,64.01,Unknown,F,0.0183519152542373,0,59,0.0280922688172043,0.0134408602150538,93
Garbo,2019,64.01,Unknown,M,0.0531669111111111,0.0388888888888889,45,0.0450573733333333,0.0333333333333333,75
Garbo,2020,65.01,Unknown,F,0.0183165964912281,0,57,0.0282842197802198,0.0137362637362637,91
Garbo,2020,65.01,Unknown,M,0.0512362978723404,0.0372340425531915,47,0.0451693513513514,0.0337837837837838,74
Georgia,2008,13.01,Natal,F,0.0279030263157895,0.0131578947368421,38,0.0275182857142857,0.0133928571428571,56
